评论ID,原始评论,清洗后纯评论（无地名/无新增词）,核心分词（无地名/无新增词）,核心分词字符串（无地名/无新增词）,情感分析结果,解析
102,谁懂没细看本来打算直接刮走的，一句“强梁既出，罔有不韪”，梁月直接给我硬控住了,谁懂没细看本来打算直接刮走的，一句强梁既出，罔有不韪，梁月直接给我硬控住了,"['细看', '本来', '打算', '直接', '刮走', '一句', '强梁', '既出', '不韪', '梁月', '直接', '控住']",细看 本来 打算 直接 刮走 一句 强梁 既出 不韪 梁月 直接 控住,1,评论中“硬控住了”表达强烈的吸引和惊喜感，通过引用“强梁既出，罔有不韪”展现对内容的赞赏，整体传递出意外被内容打动的积极情绪。
106,旁边是雷电将军,旁边是雷电将军,"['', '旁边', '雷电', '将军']", 旁边 雷电 将军,0,该评论仅陈述了“旁边是雷电将军”这一事实，没有使用任何表达情感倾向的词汇，也未体现明显的赞赏、批评或主观态度，因此属于中性描述。
107,欲预御（考公）,欲预御（考公）,"['预御', '考公']",预御 考公,0,该评论仅陈述了“欲预御（考公）”这一行为或状态，使用了谐音或网络用语表达准备考公务员的意思，没有明显的积极或消极情感词汇，属于中性陈述。
113,姐子哥刚拍这个！！超级牛！！！一看到傩戏就想到了,姐子哥刚拍这个！！超级牛！！！一看到傩戏就想到了,"['姐子', '哥刚', '超级', '看到', '傩戏', '想到']",姐子 哥刚 超级 看到 傩戏 ,1,评论中使用了“超级牛”等强烈赞美词汇，并搭配多个感叹号表达兴奋情绪，整体表达了对拍摄内容的高度认可和喜爱，情感倾向明显为正面。
109,好了 我又要上线去看一眼我美丽的曲娘了,好了 我又要上线去看一眼我美丽的曲娘了,"['好', '上线', '一眼', '美丽', '曲娘']",好 上线 一眼 美丽 曲娘,1,"评论中使用了""美丽""这一积极词汇，并表达了""又要上线去看一眼""的主动意愿，体现出对角色""曲娘""的喜爱和期待，整体情感倾向为正面。"
111,老师想知道背景音乐是什么！,老师想知道背景音乐是什么！,['背景音乐'],背景音乐,0,该评论仅表达了询问背景音乐名称的意图，没有使用明显的情感词汇，也没有表达对内容的喜爱或批评，属于中性信息询问。
110,玩某二字游戏的早就知道靖妖傩舞了,玩某二字游戏的早就知道靖妖傩舞了,"['某二字', '游戏', '早就', '傩舞']",某二字 游戏 早就 傩舞,0,该评论仅陈述了玩某游戏的人早已知晓“靖妖傩舞”这一信息，没有表达明显的喜爱、厌恶或评价性情绪，属于事实性陈述，因此情感倾向为中性。
112,咱暖的傩戏,咱暖的傩戏,"['咱暖', '傩戏']",咱暖 傩戏,0,该评论仅提及“咱暖的傩戏”，是对内容的客观描述或简单提及，未使用明显的情感词汇，也没有表达出明确的喜爱、批评或期待等情绪，因此整体情感倾向为中性。
119,往页之所以珍贵,往页之所以珍贵,"['往页', '之所以', '珍贵']",往页 之 珍贵,1,"评论中使用了""珍贵""这一积极词汇，表达了对往页的重视和珍视，整体情感倾向为正面。"
114,怎么长这么大才知道这个非遗,怎么长这么大才知道这个非遗,"['这么', '大才', '非遗']", 大才 非遗,1,评论表达了发现非遗文化时的惊喜与感慨，“怎么长这么大才知道”带有遗憾但更强调新知的喜悦，整体传递出对非遗的积极关注与欣赏。
117,傩戏的面具很关键,傩戏的面具很关键,"['傩戏', '面具', '关键']",傩戏 面具 关键,0,该评论仅陈述了“傩戏的面具很关键”这一事实，没有表达明显的喜爱、厌恶或评价性情绪，属于客观描述，因此情感倾向为中性。
115,哇~京剧猫！！,哇京剧猫！！,['京剧'],京剧,1,评论使用了感叹词“哇”和重复的感叹号，表达出强烈的惊喜和兴奋情绪，结合“京剧猫”这一具体内容，体现了对相关主题的喜爱和积极关注，整体情感倾向为正面。
120,谁懂吴邪出来的救赎感,谁懂吴邪出来的救赎感,"['吴邪', '出来', '救赎']",吴邪  救赎,1,评论中“救赎感”一词带有强烈的积极情感色彩，表达了角色出场带来的深刻情感触动和心灵慰藉，整体传递出喜爱与感动的正面情绪。
121,第一次知道傩是《边城诶》傩送,第一次知道傩是边城诶傩送,"['第一次', '边城']",第一次 边城,0,该评论仅陈述了“第一次知道傩是边城诶傩送”这一事实，没有表达明显的喜爱、批评或情绪倾向，属于中性表达。
118,谁懂看到第一个是9的兴奋,谁懂看到第一个是9的兴奋,"['看到', '第一个', '兴奋']",看到 第一个 兴奋,1,评论中“兴奋”一词直接表达了强烈的积极情绪，而“谁懂”这种寻求共鸣的表达方式进一步强化了喜悦和期待感，整体传达出发现喜爱内容（“第一个是9”）时的惊喜与快乐。
122,抹茶小面包.,抹茶小面包.,['小面包'],小面包,0,该评论仅提及“抹茶小面包”，是一个简单的物品名称或昵称，没有表达任何主观评价或情感色彩，属于中性陈述。
123,神秘下棋男子,神秘下棋男子,"['神秘', '下棋', '男子']",神秘 下棋 男子,0,该评论仅描述了一个角色特征“神秘下棋男子”，未使用明显的情感词汇或表达主观态度，既无赞赏也无批评，属于客观陈述，因此情感倾向为中性。
116,带9玩好人,带9玩好人,['好人'],好人,1,该评论使用了“带9玩好人”这一网络用语，其中“带9玩”通常表示邀请或包含某人参与活动，带有友好和接纳的意味；“好人”则直接表达了对对方的积极评价。整体语言简洁但充满善意，体现了对互动对象的认可和喜爱，情感倾向明显为正面。
127,嘟嘟哥和香香妹,嘟嘟哥和香香妹,"['嘟嘟', '香香']",嘟嘟 香香,0,该评论仅提及“嘟嘟哥和香香妹”两个名称，未包含任何情感倾向的词汇或评价性表达，属于客观陈述，因此情感倾向为中性。
131,我第一次知道傩戏是我不是戏神,我第一次知道傩戏是我不是戏神,"['第一次', '傩戏', '戏神']",第一次 傩戏 戏神,0,该评论仅陈述了个人认知的来源，没有表达明显的积极或消极情绪，属于客观事实陈述，情感倾向为中性。
128,嘻嘻哈哈幸运加倍,嘻嘻哈哈幸运加倍,"['嘻嘻哈哈', '幸运', '加倍']",嘻嘻哈哈 幸运 加倍,1,评论中使用了“嘻嘻哈哈”表达轻松愉快的情绪，“幸运加倍”则带有积极的祝福意味，整体传递出乐观和喜悦的情感倾向。
126,要是国漫的漫画2d能写这些人设出来包剧情好看的,要是国漫的漫画2d能写这些人设出来包剧情好看的,"['要是', '国漫', '漫画', '2d', '人设', '出来', '剧情', '好看']",要是 国漫 漫画 2d 人设  剧情 好看,1,该评论表达了国漫漫画在2D人设和剧情方面的期待与肯定，使用“包剧情好看”等积极表达，整体情感倾向为正面。
130,狐狸夏天.,狐狸夏天.,"['狐狸', '夏天']",狐狸 夏天,0,该评论仅包含一个简单的称呼或短语“狐狸夏天”，没有表达明确的情感倾向或评价性内容，无法判断正面或负面情绪，因此归类为中性。
124,那还说啥了，点了,那还说啥了，点了,[],点了,1,"该评论使用了""那还说啥了""这一口语化表达，通常表示对某事的强烈认同或赞赏，结合""点了""这一网络用语（表示赞同或支持），整体传达出积极肯定的态度，情感倾向为正面。"
132,我想看活的春山恨,我想看活的春山恨,"['我想', '看活', '春山恨']",我想 看活 春山恨,1,该评论表达了“想看活的春山恨”的愿望，其中“想看”和“活的”都带有积极的期待和兴趣，整体情感倾向为正面，体现了对内容的好奇与喜爱。
133,好好的素材,好好的素材,"['好好', '素材']",好好 素材,1,评论中“好好的”是明显的积极评价词汇，表达了对素材质量的认可和赞赏，整体情感倾向为正面。
129,人有难，方有傩，傩舞起，百难消,人有难，方有傩，傩舞起，百难消,"['人有', '方有', '傩舞', '百难消']",人有 方有 傩舞 百难消,1,该评论引用了传统文化中傩舞的寓意，通过“人有难，方有傩，傩舞起，百难消”的表述，传递了积极向上的精神内涵，表达了对消除困难、祈福安康的美好祝愿，整体情感倾向为正面。
125,盗墓笔记好不好,盗墓笔记好不好,"['盗墓', '笔记', '好不好']",盗墓 笔记 ,0,该评论仅询问“盗墓笔记好不好”，属于客观询问作品评价，未表达个人情感倾向或使用明显褒贬词汇，因此判断为中性。
134,心无役(女性安全！),心无役(女性安全！),"['心无役', '女性', '安全']",心无役 女性 安全,1,该评论强调“女性安全”，表达了对女性权益的关注和保护意识，具有积极的社会意义和关怀倾向，整体情感倾向为正面。
138,久久好不好？,久久好不好？,"['', '久久', '好不好']",  ,0,该评论仅询问“久久好不好”，没有表达明确的情感立场或使用带有倾向性的词汇，属于中性提问，无法判断正面或负面情感。
135,哇，主播的视频都好好看，都非常有意义,哇，主播的视频都好好看，都非常有意义,"['主播', '视频', '好好看', '非常', '意义']",主播 视频 好好看 非常 意义,1,评论中使用了“哇”这样的感叹词以及“好好看”、“非常有意义”等积极评价词汇，表达了对主播视频内容的高度赞赏和喜爱，整体情感倾向明显为正面。
137,好美，愿非遗会与我们的未来深深绑在一起,好美，愿非遗会与我们的未来深深绑在一起,"['好美', '非遗', '未来', '深深', '一起']",好美 非遗 未来 深深 一起,1,评论中使用了“好美”这一积极词汇表达赞美，同时“愿非遗与我们的未来深深绑在一起”体现了对非遗文化传承的深切期待和美好祝愿，整体情感积极向上。
136,吴邪！！！！！！！！！！,吴邪！！！！！！！！！！,['吴邪'],吴邪,1,评论通过重复感叹号和直接呼喊角色名“吴邪”，表现出强烈的兴奋、喜爱或激动情绪，属于对角色或内容的热情表达，整体情感倾向为正面。
142,竟然带京剧猫玩了。太好了，终于有人带京剧猫玩了。,竟然带京剧猫玩了。太好了，终于有人带京剧猫玩了。,"['竟然', '京剧', '太好了', '终于', '有人', '京剧']", 京剧 太好了 终于 有人 京剧,1,评论中使用了“太好了”、“终于”等积极词汇，表达了对京剧猫被关注的喜悦和期待，整体情感倾向为正面。
139,啊，好漂亮好漂亮姐姐,啊，好漂亮好漂亮姐姐,"['好', '漂亮', '好', '漂亮', '姐姐']",好 漂亮 好 漂亮 姐姐,1,该评论中重复使用“好漂亮”这一积极形容词，并亲切称呼“姐姐”，表达了对对象的强烈喜爱和赞美之情，整体情感倾向明显为正面。
141,白兰地的自习,白兰地的自习,"['白兰地', '自习']",白兰地 自习,0,该评论仅提及“白兰地的自习”这一具体行为或场景描述，未使用任何情感倾向明显的词汇，也未表达个人态度或评价，属于客观陈述性质，因此情感倾向为中性。
145,我靠有我们以闪啊啊,我靠有我们以闪啊啊,['以闪'],以闪,1,"评论中使用了""我靠""这一感叹词表达惊喜，""有我们以闪""体现了对联动内容的兴奋和认同，整体语气充满积极情绪，属于正面情感倾向。"
